match_date,player_1,player_2,duration,match_round,player_1_scores,player_2_scores,winner,result,match_id,tournament_id,stats_link,player_1_id,player_2_id,p1_set1,p1_set2,p1_set3,p1_set4,p1_set5,p2_set1,p2_set2,p2_set3,p2_set4,p2_set5,best_of,winner_id
05-01-2025,J. Lehecka,R. Opelka,00:13:09,Final,4,1,Jiri Lehecka,RET,ms001,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms001,l0bv,o522,4,,,,,1,,,,,3,l0bv
04-01-2025,J. Lehecka,G. Dimitrov,01:23:33,Semifinals,6 4,4 4,Jiri Lehecka,RET,ms003,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms003,l0bv,d875,6,4,,,,4,4,,,,3,l0bv
04-01-2025,R. Opelka,G. Mpetshi Perricard,01:26:13,Semifinals,6 7,3 6(4),Reilly Opelka,Completed,ms002,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms002,o522,m0gz,6,7,,,,3,6(4),,,,3,o522
03-01-2025,R. Opelka,N. Djokovic,01:40:11,Quarterfinals,7 6,6(6) 3,Reilly Opelka,Completed,ms004,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms004,o522,d643,7,6,,,,6(6),3,,,,3,o522
03-01-2025,G. Dimitrov,J. Thompson,00:43:03,Quarterfinals,6 2,1 1,Grigor Dimitrov,RET,ms007,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms007,d875,tc61,6,2,,,,1,1,,,,3,d875
03-01-2025,J. Lehecka,N. Jarry,01:29:50,Quarterfinals,6 6,4 4,Jiri Lehecka,Completed,ms006,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms006,l0bv,j551,6,6,,,,4,4,,,,3,l0bv
03-01-2025,G. Mpetshi Perricard,J. Mensik,01:32:08,Quarterfinals,7 7,5 6(5),Giovanni Mpetshi Perricard,Completed,ms005,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms005,m0gz,m0ni,7,7,,,,5,6(5),,,,3,m0gz
02-01-2025,N. Djokovic,G. Monfils,01:12:49,Round of 16,6 6,3 3,Novak Djokovic,Completed,ms008,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms008,d643,mc65,6,6,,,,3,3,,,,3,db59
02-01-2025,G. Mpetshi Perricard,F. Tiafoe,01:32:51,Round of 16,6 7,4 6(4),Giovanni Mpetshi Perricard,Completed,ms010,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms010,m0gz,td51,6,7,,,,4,6(4),,,,3,m0gz
02-01-2025,J. Mensik,D. Lajovic,01:05:11,Round of 16,6 6,3 2,Jakub Mensik,Completed,ms011,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms011,m0ni,l987,6,6,,,,3,2,,,,3,m0ni
02-01-2025,R. Opelka,M. Arnaldi,01:56:38,Round of 16,7 7,6(9) 6(4),Reilly Opelka,Completed,ms009,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms009,o522,a0fc,7,7,,,,6(9),6(4),,,,3,o522
01-01-2025,G. Dimitrov,A. Vukic,01:23:14,Round of 16,6 7,2 6(5),Grigor Dimitrov,Completed,ms015,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms015,d875,v832,6,7,,,,2,6(5),,,,3,d875
01-01-2025,J. Thompson,A. Michelsen,01:42:45,Round of 16,7 6,5 3,Jordan Thompson,Completed,ms014,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms014,tc61,m0qi,7,6,,,,5,3,,,,3,tc61
01-01-2025,N. Jarry,B. Bonzi,01:05:59,Round of 16,6 6,2 3,Nicolas Jarry,Completed,ms012,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms012,j551,bm95,6,6,,,,2,3,,,,3,j551
01-01-2025,J. Lehecka,Y. Nishioka,02:19:43,Round of 16,6 6(5) 6,2 7 4,Jiri Lehecka,Completed,ms013,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms013,l0bv,n732,6,6(5),6,,,2,7,4,,,3,l0bv
31-12-2024,N. Djokovic,R. Hijikata,01:14:39,Round of 32,6 6,3 3,Novak Djokovic,Completed,ms016,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms016,d643,h0bh,6,6,,,,3,3,,,,3,db59
31-12-2024,F. Tiafoe,A. Walton,01:30:47,Round of 32,7 6,6(5) 3,Frances Tiafoe,Completed,ms020,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms020,td51,w09e,7,6,,,,6(5),3,,,,3,td51
31-12-2024,M. Arnaldi,A. Popyrin,01:09:19,Round of 32,6 6,3 2,Matteo Arnaldi,Completed,ms019,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms019,a0fc,p09z,6,6,,,,3,2,,,,3,a0fc
31-12-2024,D. Lajovic,A. Cazaux,01:41:37,Round of 32,6 6,4 4,Dusan Lajovic,Completed,ms023,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms023,l987,c0h0,6,6,,,,4,4,,,,3,l987
31-12-2024,J. Mensik,M. Kukushkin,01:34:19,Round of 32,7 6,6(3) 4,Jakub Mensik,Completed,ms022,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms022,m0ni,k926,7,6,,,,6(3),4,,,,3,m0ni
31-12-2024,G. Monfils,N. Basavareddy,01:49:42,Round of 32,6 4 6,4 6 1,Gael Monfils,Completed,ms017,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms017,mc65,b0nn,6,4,6,,,4,6,1,,,3,mc65
31-12-2024,G. Mpetshi Perricard,N. Kyrgios,02:27:14,Round of 32,7 6(4) 7,6(2) 7 6(3),Giovanni Mpetshi Perricard,Completed,ms021,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms021,m0gz,,7,6(4),7,,,6(2),7,6(3),,,3,m0gz
31-12-2024,R. Opelka,F. Agustin Gomez,01:15:29,Round of 32,7 6,5 4,Reilly Opelka,Completed,ms018,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms018,o522,,7,6,,,,5,4,,,,3,o522
30-12-2024,G. Dimitrov,Y. Hanfmann,01:47:44,Round of 32,7 6,6(5) 3,Grigor Dimitrov,Completed,ms031,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms031,d875,h997,7,6,,,,6(5),3,,,,3,d875
30-12-2024,J. Lehecka,H. Rune,01:24:42,Round of 32,7 6,5 3,Jiri Lehecka,Completed,ms027,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms027,l0bv,r0dg,7,6,,,,5,3,,,,3,l0bv
30-12-2024,B. Bonzi,A. Tabilo,02:48:51,Round of 32,6(8) 7 6,7 6(5) 4,Benjamin Bonzi,Completed,ms024,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms024,bm95,te30,6(8),7,6,,,7,6(5),4,,,3,bm95
30-12-2024,J. Thompson,M. Berrettini,02:14:08,Round of 32,3 6 6,6 3 4,Jordan Thompson,Completed,ms028,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms028,tc61,bk40,3,6,6,,,6,3,4,,,3,tc61
30-12-2024,N. Jarry,M. Navone,01:48:45,Round of 32,7 7,5 6(7),Nicolas Jarry,Completed,ms025,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms025,j551,n0bs,7,7,,,,5,6(7),,,,3,j551
30-12-2024,A. Michelsen,C. O'Connell,02:24:25,Round of 32,6 4 7,4 6 6(10),Alex Michelsen,Completed,ms029,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms029,m0qi,o483,6,4,7,,,4,6,6(10),,,3,m0qi
30-12-2024,Y. Nishioka,A. Rinderknech,01:14:45,Round of 32,6 6,3 4,Yoshihito Nishioka,Completed,ms026,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms026,n732,rc91,6,6,,,,3,4,,,,3,n732
29-12-2024,A. Vukic,D. Goffin,01:22:13,Round of 32,6 6,2 3,Aleksandar Vukic,Completed,ms030,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/ms030,v832,gb88,6,6,,,,2,3,,,,3,v832
29-12-2024,Y. Nishioka,L. Tu,02:04:17,2nd Round Qualifying,6 2 6,3 6 4,Yoshihito Nishioka,Completed,qs008,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs008,n732,tc01,6,2,6,,,3,6,4,,,3,n732
29-12-2024,B. Bonzi,A. Andreev,00:20:21,2nd Round Qualifying,3,1,Benjamin Bonzi,RET,qs009,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs009,bm95,a0ab,3,,,,,1,,,,,3,bm95
29-12-2024,F. Agustin Gomez,D. Lajovic,01:09:29,2nd Round Qualifying,6 7,1 6(4),Federico Agustin Gomez,Completed,qs010,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs010,,l987,6,7,,,,1,6(4),,,,3,gj16
29-12-2024,Y. Hanfmann,R. Gasquet,01:37:58,2nd Round Qualifying,7 6,6(4) 3,Yannick Hanfmann,Completed,qs012,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs012,h997,g628,7,6,,,,6(4),3,,,,3,h997
29-12-2024,N. Basavareddy,L. Pouille,01:16:35,2nd Round Qualifying,6 6,4 4,Nishesh Basavareddy,Completed,qs013,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs013,b0nn,pf39,6,6,,,,4,4,,,,3,b0nn
29-12-2024,M. Kukushkin,T. Schoolkate,01:36:43,2nd Round Qualifying,6 6,4 4,Mikhail Kukushkin,Completed,qs011,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs011,k926,s0n0,6,6,,,,4,4,,,,3,k926
28-12-2024,Y. Nishioka,A. Bolt,01:39:17,1st Round Qualifying,6 7,2 6(4),Yoshihito Nishioka,Completed,qs016,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs016,n732,bi81,6,7,,,,2,6(4),,,,3,n732
28-12-2024,B. Bonzi,J. McCabe,01:10:47,1st Round Qualifying,6 6,3 2,Benjamin Bonzi,Completed,qs018,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs018,bm95,m0oq,6,6,,,,3,2,,,,3,bm95
28-12-2024,D. Lajovic,C. Hoole,01:59:38,1st Round Qualifying,5 7 2,7 5 0,Dusan Lajovic,RET,qs020,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs020,l987,,5,7,2,,,7,5,0,,,3,l987
28-12-2024,T. Schoolkate,J. Duckworth,01:21:56,1st Round Qualifying,6 6,4 4,Tristan Schoolkate,Completed,qs022,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs022,s0n0,d994,6,6,,,,4,4,,,,3,s0n0
28-12-2024,Y. Hanfmann,J. Bradshaw,01:19:12,1st Round Qualifying,6 6,4 2,Yannick Hanfmann,Completed,qs024,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs024,h997,,6,6,,,,4,2,,,,3,h997
28-12-2024,L. Pouille,J. Kubler,02:29:50,1st Round Qualifying,4 6 7,6 3 6(6),Lucas Pouille,Completed,qs026,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs026,pf39,kb95,4,6,7,,,6,3,6(6),,,3,pf39
28-12-2024,M. Kukushkin,A. Collarini,01:34:51,1st Round Qualifying,6 6,2 4,Mikhail Kukushkin,Completed,qs023,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs023,k926,cc66,6,6,,,,2,4,,,,3,k926
28-12-2024,A. Andreev,C. Tseng,02:52:37,1st Round Qualifying,6 3 7,4 6 6(5),Adrian Andreev,Completed,qs019,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs019,a0ab,t0ap,6,3,7,,,4,6,6(5),,,3,a0ab
28-12-2024,R. Gasquet,D. Pham,00:57:49,1st Round Qualifying,6 6,1 2,Richard Gasquet,Completed,qs025,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs025,g628,,6,6,,,,1,2,,,,3,g628
28-12-2024,L. Tu,L. Klein,01:17:41,1st Round Qualifying,6 6,4 4,Li Tu,Completed,qs017,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs017,tc01,ki63,6,6,,,,4,4,,,,3,tc01
28-12-2024,F. Agustin Gomez,U. Blanchet,01:50:21,1st Round Qualifying,3 6 7,6 3 5,Federico Agustin Gomez,Completed,qs021,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs021,,bv16,3,6,7,,,6,3,5,,,3,gj16
28-12-2024,N. Basavareddy,B. Gojo,02:26:40,1st Round Qualifying,4 7 6,6 6(4) 4,Nishesh Basavareddy,Completed,qs027,339,https://www.atptour.com//en/scores/stats-centre/archive/2025/339/qs027,b0nn,gh92,4,7,6,,,6,6(4),4,,,3,b0nn
05-01-2025,A. Muller,K. Nishikori,01:43:18,Final,2 6 6,6 1 3,Alexandre Muller,Completed,ms001,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms001,mp20,n552,2,6,6,,,6,1,3,,,3,mp20
04-01-2025,A. Muller,J. Munar,02:25:41,Semifinals,4 7 6,6 6(5) 4,Alexandre Muller,Completed,ms003,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms003,mp20,mu94,4,7,6,,,6,6(5),4,,,3,mp20
04-01-2025,K. Nishikori,J. Shang,00:20:58,Semifinals,4,3,Kei Nishikori,RET,ms002,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms002,n552,s0re,4,,,,,3,,,,,3,n552
03-01-2025,J. Munar,L. Musetti,02:36:25,Quarterfinals,2 7 7,6 6(4) 5,Jaume Munar,Completed,ms007,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms007,mu94,m0ej,2,7,7,,,6,6(4),5,,,3,mu94
03-01-2025,A. Muller,A. Fils,01:51:03,Quarterfinals,3 6 6,6 3 1,Alexandre Muller,Completed,ms006,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms006,mp20,f0f1,3,6,6,,,6,3,1,,,3,mp20
03-01-2025,K. Nishikori,C. Norrie,01:41:14,Quarterfinals,6 3 6,3 6 2,Kei Nishikori,Completed,ms005,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms005,n552,n771,6,3,6,,,3,6,2,,,3,n552
03-01-2025,J. Shang,F. Marozsan,01:44:24,Quarterfinals,1 6 6,6 3 4,Juncheng Shang,Completed,ms004,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms004,s0re,m0ci,1,6,6,,,6,3,4,,,3,s0re
02-01-2025,F. Marozsan,A. Rublev,01:58:21,Round of 16,7 3 6,5 6 3,Fabian Marozsan,Completed,ms008,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms008,m0ci,re44,7,3,6,,,5,6,3,,,3,m0ci
02-01-2025,L. Musetti,G. Diallo,01:26:19,Round of 16,6 6,4 3,Lorenzo Musetti,Completed,ms015,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms015,m0ej,d0f6,6,6,,,,4,3,,,,3,m0ej
02-01-2025,J. Munar,N. Borges,01:23:42,Round of 16,6 7,3 5,Jaume Munar,Completed,ms014,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms014,mu94,bt72,6,7,,,,3,5,,,,3,mu94
02-01-2025,J. Shang,P. Martinez,01:17:00,Round of 16,6 6,3 1,Juncheng Shang,Completed,ms009,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms009,s0re,mo44,6,6,,,,3,1,,,,3,s0re
01-01-2025,K. Nishikori,K. Khachanov,02:09:23,Round of 16,4 6 7,6 3 5,Kei Nishikori,Completed,ms010,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms010,n552,ke29,4,6,7,,,6,3,5,,,3,n552
01-01-2025,A. Fils,Z. Bergs,01:40:06,Round of 16,7 6,6(7) 4,Arthur Fils,Completed,ms013,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms013,f0f1,bu13,7,6,,,,6(7),4,,,,3,f0f1
01-01-2025,A. Muller,M. Kecmanovic,03:30:08,Round of 16,5 7 7,7 6(6) 6(10),Alexandre Muller,Completed,ms012,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms012,mp20,ki95,5,7,7,,,7,6(6),6(10),,,3,mp20
01-01-2025,C. Norrie,L. Sonego,02:24:26,Round of 16,6 4 6,2 6 1,Cameron Norrie,Completed,ms011,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms011,n771,su87,6,4,6,,,2,6,1,,,3,n771
31-12-2024,N. Borges,Y. Bu,02:14:07,Round of 32,3 6 7,6 3 6(6),Nuno Borges,Completed,ms028,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms028,bt72,y09v,3,6,7,,,6,3,6(6),,,3,bt72
31-12-2024,P. Martinez,F. Passaro,01:29:46,Round of 32,6 6,4 4,Pedro Martinez,Completed,ms019,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms019,mo44,p0ct,6,6,,,,4,4,,,,3,mo44
31-12-2024,Z. Bergs,A. Moro Canas,01:31:27,Round of 32,6 6,4 4,Zizou Bergs,Completed,ms026,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms026,bu13,m0ht,6,6,,,,4,4,,,,3,bu13
31-12-2024,G. Diallo,R. Carballes Baena,02:49:36,Round of 32,4 7 7,6 6(4) 5,Gabriel Diallo,Completed,ms030,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms030,d0f6,cf59,4,7,7,,,6,6(4),5,,,3,d0f6
31-12-2024,A. Muller,M. Huesler,02:05:18,Round of 32,2 6 6,6 4 3,Alexandre Muller,Completed,ms025,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms025,mp20,hh06,2,6,6,,,6,4,3,,,3,mp20
31-12-2024,J. Munar,A. Davidovich Fokina,01:57:11,Round of 32,4 6 6,6 3 3,Jaume Munar,Completed,ms029,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms029,mu94,dh50,4,6,6,,,6,3,3,,,3,mu94
31-12-2024,K. Nishikori,D. Shapovalov,00:58:06,Round of 32,6 6,2 3,Kei Nishikori,Completed,ms021,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms021,n552,su55,6,6,,,,2,3,,,,3,n552
31-12-2024,J. Shang,C. Wong,01:29:51,Round of 32,7 6,6(3) 4,Juncheng Shang,Completed,ms018,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms018,s0re,w0bh,7,6,,,,6(3),4,,,,3,s0re
30-12-2024,L. Sonego,B. Nakashima,01:30:59,Round of 32,7 6,6(4) 3,Lorenzo Sonego,Completed,ms023,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms023,su87,n0ae,7,6,,,,6(4),3,,,,3,su87
30-12-2024,M. Kecmanovic,L. Darderi,01:07:16,Round of 32,6 6,3 3,Miomir Kecmanovic,Completed,ms024,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms024,ki95,d0fj,6,6,,,,3,3,,,,3,ki95
30-12-2024,F. Marozsan,R. Safiullin,01:33:27,Round of 32,6 7,1 6(9),Fabian Marozsan,Completed,ms017,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms017,m0ci,sx50,6,7,,,,1,6(9),,,,3,m0ci
30-12-2024,C. Norrie,L. Tien,01:38:10,Round of 32,6 7,3 5,Cameron Norrie,Completed,ms022,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/ms022,n771,t0ha,6,7,,,,3,5,,,,3,n771
30-12-2024,M. Huesler,P. Kotov,01:44:15,2nd Round Qualifying,7 6,6(7) 4,Marc-Andrea Huesler,Completed,qs004,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs004,hh06,k09f,7,6,,,,6(7),4,,,,3,hh06
30-12-2024,G. Diallo,H. Grenier,01:52:01,2nd Round Qualifying,4 6 7,6 1 5,Gabriel Diallo,Completed,qs005,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs005,d0f6,gf95,4,6,7,,,6,1,5,,,3,d0f6
30-12-2024,F. Passaro,D. Yevseyev,01:57:29,2nd Round Qualifying,4 6 6,6 2 4,Francesco Passaro,Completed,qs007,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs007,p0ct,y171,4,6,6,,,6,2,4,,,3,p0ct
30-12-2024,A. Moro Canas,J. Cui,01:25:08,2nd Round Qualifying,6 6,2 3,Alejandro Moro Canas,Completed,qs006,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs006,m0ht,c0aj,6,6,,,,2,3,,,,3,m0ht
29-12-2024,P. Kotov,V. Royer,02:36:20,1st Round Qualifying,3 7 7,6 5 6(5),Pavel Kotov,Completed,qs008,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs008,k09f,r0eb,3,7,7,,,6,5,6(5),,,3,k09f
29-12-2024,G. Diallo,K. Lung Ng,01:51:53,1st Round Qualifying,7 6,6(2) 2,Gabriel Diallo,Completed,qs010,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs010,d0f6,,7,6,,,,6(2),2,,,,3,d0f6
29-12-2024,A. Moro Canas,D. Altmaier,01:15:50,1st Round Qualifying,6 6,4 3,Alejandro Moro Canas,Completed,qs012,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs012,m0ht,ae14,6,6,,,,4,3,,,,3,m0ht
29-12-2024,F. Passaro,A. Dougaz,01:59:48,1st Round Qualifying,7 4 6,5 6 3,Francesco Passaro,Completed,qs014,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs014,p0ct,df88,7,4,6,,,5,6,3,,,3,p0ct
29-12-2024,M. Huesler,L. Djere,01:41:33,1st Round Qualifying,7 6,5 4,Marc-Andrea Huesler,Completed,qs009,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs009,hh06,db63,7,6,,,,5,4,,,,3,hh06
29-12-2024,J. Cui,J. Manuel Cerundolo,01:40:06,1st Round Qualifying,6 6,2 4,Jie Cui,Completed,qs013,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs013,c0aj,,6,6,,,,2,4,,,,3,c0aj
29-12-2024,D. Yevseyev,C. Garin,01:45:46,1st Round Qualifying,6 2 6,4 6 2,Denis Yevseyev,Completed,qs015,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs015,y171,gd64,6,2,6,,,4,6,2,,,3,y171
29-12-2024,H. Grenier,T. Atmane,01:52:43,1st Round Qualifying,3 6 6,6 3 4,Hugo Grenier,Completed,qs011,336,https://www.atptour.com//en/scores/stats-centre/archive/2025/336/qs011,gf95,a0gc,3,6,6,,,6,3,4,,,3,gf95
11-01-2025,F. Auger-Aliassime,S. Korda,01:49:53,Final,6 3 6,3 6 1,Felix Auger-Aliassime,Completed,ms001,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms001,ag37,k0ah,6,3,6,,,3,6,1,,,3,ag37
10-01-2025,F. Auger-Aliassime,T. Paul,02:44:50,Semifinals,7 3 6,6(3) 6 4,Felix Auger-Aliassime,Completed,ms002,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms002,ag37,pl56,7,3,6,,,6(3),6,4,,,3,ag37
10-01-2025,S. Korda,M. Kecmanovic,01:19:00,Semifinals,6 7,3 6(4),Sebastian Korda,Completed,ms003,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms003,k0ah,ki95,6,7,,,,3,6(4),,,,3,k0ah
09-01-2025,T. Paul,R. Hijikata,01:18:43,Quarterfinals,6 6,3 4,Tommy Paul,Completed,ms004,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms004,pl56,h0bh,6,6,,,,3,4,,,,3,pl56
09-01-2025,S. Korda,T. Kokkinakis,,Quarterfinals,,,Sebastian Korda,Walkover,,8998,,k0ah,kd46,,,,,,,,,,,3,k0ah
09-01-2025,F. Auger-Aliassime,M. Giron,01:40:53,Quarterfinals,7 6,6(3) 3,Felix Auger-Aliassime,Completed,ms005,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms005,ag37,gc88,7,6,,,,6(3),3,,,,3,ag37
09-01-2025,M. Kecmanovic,B. Bonzi,01:04:09,Quarterfinals,6 6,2 3,Miomir Kecmanovic,Completed,ms006,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms006,ki95,bm95,6,6,,,,2,3,,,,3,ki95
08-01-2025,T. Paul,M. Guinard,01:51:42,Round of 16,6 3 6,4 6 3,Tommy Paul,Completed,ms008,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms008,pl56,gh33,6,3,6,,,4,6,3,,,3,pl56
08-01-2025,S. Korda,A. Davidovich Fokina,01:31:43,Round of 16,6 6,3 3,Sebastian Korda,Completed,ms015,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms015,k0ah,dh50,6,6,,,,3,3,,,,3,k0ah
08-01-2025,F. Auger-Aliassime,A. Cazaux,02:33:34,Round of 16,1 6 7,6 4 5,Felix Auger-Aliassime,Completed,ms010,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms010,ag37,c0h0,1,6,7,,,6,4,5,,,3,ag37
08-01-2025,R. Hijikata,B. Nakashima,02:01:39,Round of 16,6 3 7,2 6 6(5),Rinky Hijikata,Completed,ms009,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms009,h0bh,n0ae,6,3,7,,,2,6,6(5),,,3,h0bh
08-01-2025,T. Kokkinakis,T. Martin Etcheverry,03:02:50,Round of 16,7 4 7,5 6 6(4),Thanasi Kokkinakis,Completed,ms014,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms014,kd46,,7,4,7,,,5,6,6(4),,,3,kd46
08-01-2025,B. Bonzi,L. Tu,01:25:16,Round of 16,6 6,3 3,Benjamin Bonzi,Completed,ms013,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms013,bm95,tc01,6,6,,,,3,3,,,,3,bm95
08-01-2025,M. Giron,D. Shapovalov,01:18:37,Round of 16,7 6,5 2,Marcos Giron,Completed,ms011,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms011,gc88,su55,7,6,,,,5,2,,,,3,gc88
08-01-2025,M. Kecmanovic,C. O'Connell,01:31:03,Round of 16,7 6,6(1) 2,Miomir Kecmanovic,Completed,ms012,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms012,ki95,o483,7,6,,,,6(1),2,,,,3,ki95
07-01-2025,M. Kecmanovic,A. Bublik,01:02:58,Round of 32,6 6,4 2,Miomir Kecmanovic,Completed,ms024,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms024,ki95,bk92,6,6,,,,4,2,,,,3,ki95
07-01-2025,B. Nakashima,Y. Hanfmann,01:40:57,Round of 32,6 2 6,1 6 3,Brandon Nakashima,Completed,ms019,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms019,n0ae,h997,6,2,6,,,1,6,3,,,3,n0ae
07-01-2025,T. Martin Etcheverry,T. Schoolkate,01:51:50,Round of 32,7 6,6(8) 3,Tomas Martin Etcheverry,Completed,ms028,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms028,,s0n0,7,6,,,,6(8),3,,,,3,ea24
07-01-2025,A. Cazaux,A. Walton,01:42:28,Round of 32,7 6,5 1,Arthur Cazaux,Completed,ms021,8998,https://www.atptour.com//en/scores/stats-centre/archive/2025/8998/ms021,c0h0,w09e,7,6,,,,5,1,,,,3,c0h0
