match_id,tournament_id,player_1,player_2,p1_id,p2_id,p1_serve_rating,p1_aces,p1_double_faults,p1_first_serve,p1_1st_serve_points_won,p1_2nd_serve_points_won,p1_break_points_saved,p1_service_games_played,p1_return_rating,p1_1st_serve_return_points_won,p1_2nd_serve_return_points_won,p1_break_points_converted,p1_return_games_played,p1_net_points_won,p1_winners,p1_unforced_errors,p1_service_points_won,p1_return_points_won,p1_total_points_won,p1_max_speed,p1_1st_serve_average_speed,p1_2nd_serve_average_speed,p2_serve_rating,p2_aces,p2_double_faults,p2_first_serve,p2_1st_serve_points_won,p2_2nd_serve_points_won,p2_break_points_saved,p2_service_games_played,p2_return_rating,p2_1st_serve_return_points_won,p2_2nd_serve_return_points_won,p2_break_points_converted,p2_return_games_played,p2_net_points_won,p2_winners,p2_unforced_errors,p2_service_points_won,p2_return_points_won,p2_total_points_won,p2_max_speed,p2_1st_serve_average_speed,p2_2nd_serve_average_speed
ms007,747.0,K. Khachano...K. KHACHANOV,C. AlcarazC. ALCARAZ,ke29,a0e2,228.0,3.0,1.0,53/82,34/53,11/29,8/12,10.0,116.0,8/33,6/19,1/2,10.0,9/13,14.0,25.0,45/82,14/52,59/134,,,,298.0,2.0,2.0,33/52,25/33,13/19,1/2,10.0,171.0,19/53,18/29,4/12,10.0,16/17,26.0,27.0,38/52,37/82,75/134,,,
ms006,747.0,F. Cobolli,D. Medvedev,c0e9,mm58,200.0,1.0,5.0,28/54,20/28,6/26,4/8,9.0,95.0,8/37,18/34,1/11,9.0,11/15,23.0,36.0,26/54,26/71,52/125,,,,267.0,5.0,4.0,37/71,29/37,16/34,10/11,9.0,200.0,8/28,20/26,4/8,9.0,14/16,19.0,20.0,45/71,28/54,73/125,,,
ms005,747.0,A. Rublev,Y. Bu,re44,y09v,274.0,6.0,0.0,37/60,28/37,12/23,1/3,11.0,59.0,8/40,12/31,0/4,11.0,0/5,13.0,14.0,40/60,20/71,60/131,,,,300.0,6.0,1.0,40/71,32/40,19/31,4/4,11.0,157.0,9/37,11/23,2/3,11.0,5/5,13.0,12.0,51/71,20/60,71/131,,,
ms008,747.0,J. SinnerJ. SINNER,R. Safiulli...R. SAFIULLIN,s0ag,sx50,270.0,4.0,3.0,45/77,36/45,15/32,4/6,13.0,150.0,17/51,23/42,4/13,13.0,23/29,25.0,23.0,51/77,40/93,91/170,,,,237.0,6.0,2.0,51/93,34/51,19/42,9/13,13.0,122.0,9/45,17/32,2/6,13.0,14/27,18.0,24.0,53/93,26/77,79/170,,,
ms015,747.0,T. Griekspo...T. GRIEKSPOOR,C. AlcarazC. ALCARAZ,gj37,a0e2,188.0,0.0,1.0,25/43,15/25,5/18,3/7,7.0,50.0,0/23,9/18,0/0,8.0,4/9,2.0,24.0,20/43,9/41,29/84,,,,308.0,4.0,0.0,23/41,23/23,9/18,0/0,8.0,227.0,10/25,13/18,4/7,7.0,3/5,19.0,16.0,32/41,23/43,55/84,,,
ms013,747.0,A. Mannarin...A. MANNARINO,D. MedvedevD. MEDVEDEV,me82,mm58,231.0,1.0,3.0,41/68,23/41,15/27,2/6,10.0,125.0,9/45,13/23,2/7,10.0,7/10,10.0,39.0,38/68,22/68,60/136,,,,271.0,8.0,6.0,45/68,36/45,10/23,5/7,10.0,195.0,18/41,12/27,4/6,10.0,4/7,20.0,29.0,46/68,30/68,76/136,,,
ms010,747.0,A. RublevA. RUBLEV,A. Davidovi...A. DAVIDOVICH FOKINA,re44,dh50,249.0,6.0,4.0,43/67,30/43,10/24,1/4,11.0,189.0,28/56,10/21,5/11,11.0,3/4,21.0,19.0,40/67,38/77,78/144,,,,230.0,1.0,1.0,56/77,28/56,11/21,6/11,11.0,191.0,13/43,14/24,3/4,11.0,5/11,10.0,18.0,39/77,27/67,66/144,,,
ms011,747.0,Y. Bu,L. Musetti,y09v,m0ej,262.0,5.0,1.0,29/55,23/29,13/26,3/5,9.0,225.0,16/30,14/26,5/8,9.0,8/11,18.0,7.0,36/55,30/56,66/111,,,,189.0,0.0,3.0,30/56,14/30,12/26,3/8,9.0,133.0,6/29,13/26,2/5,9.0,2/5,9.0,11.0,26/56,19/55,45/111,,,
ms014,747.0,K. Khachano...K. KHACHANOV,F. Cerundol...F. CERUNDOLO,ke29,c0au,261.0,3.0,5.0,49/85,40/49,17/36,3/6,12.0,157.0,12/45,16/35,3/5,12.0,11/19,17.0,22.0,57/85,28/80,85/165,,,,258.0,2.0,3.0,45/80,33/45,19/35,2/5,12.0,146.0,9/49,19/36,3/6,12.0,18/19,32.0,18.0,52/80,28/85,80/165,,,
ms012,747.0,F. Cobolli,P. Kotov,c0e9,k09f,307.0,3.0,2.0,31/50,27/31,11/19,1/1,9.0,160.0,7/31,14/23,3/7,9.0,2/2,13.0,19.0,38/50,21/54,59/104,,,,240.0,2.0,4.0,31/54,24/31,9/23,4/7,9.0,55.0,4/31,8/19,0/1,9.0,8/9,13.0,38.0,33/54,12/50,45/104,,,
ms009,747.0,J. LeheckaJ. LEHECKA,R. Bautista...R. BAUTISTA AGUT,l0bv,bd06,292.0,12.0,1.0,36/70,30/36,21/34,5/6,12.0,174.0,14/42,9/22,4/6,12.0,7/9,26.0,37.0,51/70,23/64,74/134,,,,258.0,3.0,2.0,42/64,28/42,13/22,2/6,12.0,80.0,6/36,13/34,1/6,12.0,3/3,10.0,38.0,41/64,19/70,60/134,,,
ms016,747.0,J. Sinner,N. Jarry,s0ag,j551,309.0,1.0,1.0,45/66,37/45,14/21,4/5,13.0,185.0,12/52,21/26,4/8,13.0,7/8,15.0,17.0,51/66,33/78,84/144,,,,235.0,12.0,2.0,52/78,40/52,5/26,4/8,13.0,79.0,8/45,7/21,1/5,13.0,8/11,27.0,53.0,45/78,15/66,60/144,,,
ms031,747.0,G. Mpetshi ...G. MPETSHI PERRICARD,C. AlcarazC. ALCARAZ,m0gz,a0e2,262.0,7.0,6.0,24/55,20/24,17/31,0/2,10.0,45.0,9/34,4/22,0/3,10.0,1/2,3.0,7.0,37/55,13/56,50/111,,,,318.0,5.0,1.0,34/56,25/34,18/22,3/3,10.0,182.0,4/24,14/31,2/2,10.0,2/2,3.0,4.0,43/56,18/55,61/111,,,
ms027,747.0,G. Monfils,D. Medvedev,mc65,mm58,195.0,1.0,8.0,43/69,24/43,8/26,5/10,10.0,127.0,9/32,14/32,2/6,9.0,2/2,2.0,3.0,32/69,23/64,55/133,,,,254.0,2.0,6.0,32/64,23/32,18/32,4/6,9.0,213.0,19/43,18/26,5/10,10.0,1/1,0.0,2.0,41/64,37/69,78/133,,,
ms020,747.0,A. RublevA. RUBLEV,P. Carreno ...P. CARRENO BUSTA,re44,cd85,275.0,12.0,1.0,43/75,33/43,17/32,4/6,13.0,187.0,17/45,16/33,5/8,13.0,2/2,4.0,1.0,50/75,33/78,83/153,,,,233.0,3.0,2.0,45/78,28/45,17/33,3/8,13.0,119.0,10/43,15/32,2/6,13.0,2/3,3.0,1.0,45/78,25/75,70/153,,,
ms023,747.0,Z. Bergs,L. Musetti,bu13,m0ej,278.0,6.0,4.0,49/84,41/49,17/35,4/6,15.0,83.0,13/55,10/35,1/4,16.0,21/24,26.0,57.0,58/84,23/90,81/174,,,,304.0,5.0,2.0,55/90,42/55,25/35,3/4,16.0,114.0,8/49,18/35,2/6,15.0,7/8,17.0,31.0,67/90,26/84,93/174,,,
ms028,747.0,K. Khachano...K. KHACHANOV,R. Carballe...R. CARBALLES BAENA,ke29,cf59,287.0,4.0,0.0,35/56,28/35,11/21,0/1,10.0,149.0,13/44,19/32,3/10,10.0,10/11,20.0,31.0,39/56,32/76,71/132,,,,240.0,5.0,3.0,44/76,31/44,13/32,7/10,10.0,178.0,7/35,10/21,1/1,10.0,7/9,19.0,31.0,44/76,17/56,61/132,,,
ms024,747.0,A. Bublik,F. Cobolli,bk92,c0e9,268.0,8.0,4.0,57/83,42/57,12/26,2/5,14.0,128.0,12/62,26/47,2/5,15.0,15/20,25.0,18.0,54/83,38/109,92/192,,,,270.0,6.0,4.0,62/109,50/62,21/47,3/5,15.0,162.0,15/57,14/26,3/5,14.0,13/22,33.0,19.0,71/109,29/83,100/192,,,
ms019,747.0,R. Bautista...R. BAUTISTA AGUT,A. Rinderkn...A. RINDERKNECH,bd06,rc91,310.0,5.0,2.0,45/63,34/45,11/18,5/5,10.0,136.0,4/25,9/19,2/4,9.0,1/2,11.0,6.0,45/63,13/44,58/107,,,,273.0,6.0,3.0,25/44,21/25,10/19,2/4,9.0,63.0,11/45,7/18,0/5,10.0,4/4,22.0,20.0,31/44,18/63,49/107,,,
ms022,747.0,J. Shang,Y. Bu,s0re,y09v,225.0,5.0,4.0,67/106,40/67,19/39,11/18,15.0,165.0,14/45,16/39,4/6,15.0,7/13,37.0,58.0,59/106,30/84,89/190,,,,257.0,8.0,2.0,45/84,31/45,23/39,2/6,15.0,177.0,27/67,20/39,7/18,15.0,7/9,23.0,37.0,54/84,47/106,101/190,,,
ms029,747.0,F. Cerundol...F. CERUNDOLO,J. MensikJ. MENSIK,c0au,m0ni,259.0,7.0,5.0,56/89,39/56,15/33,5/7,10.0,205.0,12/27,17/29,4/7,9.0,4/6,19.0,32.0,54/89,29/56,83/145,,,,199.0,1.0,5.0,27/56,15/27,12/29,3/7,9.0,133.0,17/56,18/33,2/7,10.0,6/9,11.0,39.0,27/56,35/89,62/145,,,
ms021,747.0,A. Davidovi...A. DAVIDOVICH FOKINA,Z. ZhangZ. ZHANG,dh50,z371,292.0,7.0,1.0,68/92,46/68,15/24,7/9,14.0,205.0,12/43,16/33,4/4,14.0,15/19,27.0,20.0,61/92,28/76,89/168,,,,254.0,7.0,1.0,43/76,31/43,17/33,0/4,14.0,106.0,22/68,9/24,2/9,14.0,4/8,21.0,19.0,48/76,31/92,79/168,,,
ms030,747.0,T. Griekspo...T. GRIEKSPOOR,M. Kecmanov...M. KECMANOVIC,gj37,ki95,292.0,13.0,4.0,58/96,46/58,21/38,1/2,16.0,139.0,19/68,19/33,3/9,15.0,14/20,45.0,51.0,67/96,38/101,105/197,,,,261.0,5.0,6.0,68/101,49/68,14/33,6/9,15.0,122.0,12/58,17/38,1/2,16.0,3/6,23.0,35.0,63/101,29/96,92/197,,,
ms025,747.0,Y. Zhou,P. Kotov,z0cq,k09f,242.0,6.0,3.0,53/93,37/53,17/40,6/10,14.0,165.0,21/62,15/26,4/9,14.0,8/19,28.0,42.0,54/93,36/88,90/181,,,,251.0,2.0,1.0,62/88,41/62,11/26,5/9,14.0,156.0,16/53,23/40,4/10,14.0,8/13,20.0,45.0,52/88,39/93,91/181,,,
ms018,747.0,J. Lehecka,P. Martinez,l0bv,mo44,287.0,8.0,2.0,38/68,36/38,13/30,3/4,10.0,150.0,13/45,11/19,3/9,10.0,11/16,25.0,12.0,49/68,24/64,73/132,,,,252.0,1.0,4.0,45/64,32/45,8/19,6/9,10.0,97.0,2/38,17/30,1/4,10.0,11/15,15.0,12.0,40/64,19/68,59/132,,,
ms026,747.0,A. Mannarin...A. MANNARINO,L. SonegoL. SONEGO,me82,su87,272.0,1.0,0.0,42/68,32/42,13/26,3/5,12.0,163.0,14/50,15/25,3/6,12.0,7/8,12.0,8.0,45/68,29/75,74/143,,,,254.0,5.0,3.0,50/75,36/50,10/25,3/6,12.0,130.0,10/42,13/26,2/5,12.0,11/15,22.0,17.0,46/75,23/68,69/143,,,
ms017,747.0,R. Safiulli...R. SAFIULLIN,S. WawrinkaS. WAWRINKA,sx50,w367,297.0,11.0,2.0,37/63,31/37,13/26,2/2,10.0,161.0,10/29,12/32,2/3,9.0,6/9,28.0,27.0,44/63,22/61,66/124,,,,254.0,5.0,3.0,29/61,19/29,20/32,1/3,9.0,66.0,6/37,13/26,0/2,10.0,6/9,18.0,22.0,39/61,19/63,58/124,,,
qs005,747.0,R. Carballe...R. CARBALLES BAENA,P. KotovP. KOTOV,cf59,k09f,262.0,3.0,6.0,72/106,51/72,15/34,5/8,15.0,126.0,16/66,25/47,3/10,16.0,3/4,20.0,18.0,66/106,41/113,107/219,,,,265.0,10.0,3.0,66/113,50/66,22/47,7/10,16.0,143.0,21/72,19/34,3/8,15.0,9/17,38.0,28.0,72/113,40/106,112/219,,,
qs006,747.0,R. Safiulli...R. SAFIULLIN,R. Bautista...R. BAUTISTA AGUT,sx50,bd06,238.0,12.0,10.0,64/113,43/64,22/49,5/10,16.0,143.0,27/76,16/34,4/12,15.0,12/16,47.0,30.0,65/113,43/110,108/223,,,,260.0,1.0,2.0,76/110,49/76,18/34,8/12,15.0,169.0,21/64,27/49,5/10,16.0,7/18,17.0,25.0,67/110,48/113,115/223,,,
qs007,747.0,A. Rinderkn...A. RINDERKNECH,J. MensikJ. MENSIK,rc91,m0ni,233.0,5.0,8.0,56/106,38/56,21/50,11/15,14.0,168.0,9/43,14/35,1/1,14.0,5/7,23.0,43.0,59/106,23/78,82/184,,,,290.0,9.0,1.0,43/78,34/43,21/35,0/1,14.0,145.0,18/56,29/50,4/15,14.0,9/12,34.0,40.0,55/78,47/106,102/184,,,
qs004,747.0,Z. Bergs,C. Moutet,bu13,mw02,259.0,5.0,3.0,41/71,30/41,14/30,5/7,10.0,175.0,18/45,11/20,4/10,10.0,17/23,31.0,20.0,44/71,29/65,73/136,,,,234.0,1.0,1.0,45/65,27/45,9/20,6/10,10.0,129.0,11/41,16/30,2/7,10.0,6/7,9.0,6.0,36/65,27/71,63/136,,,
qs010,747.0,R. Carballe...R. CARBALLES BAENA,R. TeR. TE,cf59,tg30,312.0,2.0,1.0,30/51,23/30,16/21,1/1,9.0,157.0,6/25,20/35,3/7,9.0,4/6,16.0,18.0,39/51,26/60,65/111,,,,226.0,3.0,5.0,25/60,19/25,15/35,4/7,9.0,47.0,7/30,5/21,0/1,9.0,6/9,17.0,41.0,34/60,12/51,46/111,,,
qs012,747.0,R. Safiulli...R. SAFIULLIN,A. WangA. WANG,sx50,w741,310.0,10.0,2.0,38/57,29/38,12/19,1/1,9.0,176.0,8/25,13/23,3/6,8.0,5/8,32.0,23.0,41/57,21/48,62/105,,,,227.0,3.0,1.0,25/48,17/25,10/23,3/6,8.0,61.0,9/38,7/19,0/1,9.0,6/10,11.0,20.0,27/48,16/57,43/105,,,
qs014,747.0,A. Rinderkn...A. RINDERKNECH,F. FogniniF. FOGNINI,rc91,f510,262.0,16.0,1.0,50/76,38/50,10/26,4/7,13.0,170.0,17/50,32/54,5/13,13.0,5/10,28.0,47.0,48/76,49/104,97/180,,,,215.0,5.0,9.0,50/104,33/50,22/54,8/13,13.0,151.0,12/50,16/26,3/7,13.0,8/12,23.0,48.0,55/104,28/76,83/180,,,
qs009,747.0,C. MoutetC. MOUTET,A. Shevchen...A. SHEVCHENKO,mw02,s0h2,256.0,1.0,0.0,46/68,28/46,12/22,5/8,11.0,201.0,18/48,17/27,5/9,11.0,3/5,20.0,23.0,40/68,35/75,75/143,,,,218.0,1.0,2.0,48/75,30/48,10/27,4/9,11.0,149.0,18/46,10/22,3/8,11.0,10/17,26.0,46.0,40/75,28/68,68/143,,,
qs011,747.0,S. Nagal,P. Kotov,n897,k09f,234.0,0.0,1.0,38/61,21/38,13/23,1/5,10.0,128.0,16/50,17/36,2/7,10.0,6/9,10.0,37.0,34/61,33/86,67/147,,,,260.0,4.0,1.0,50/86,34/50,19/36,5/7,10.0,208.0,17/38,10/23,4/5,10.0,5/5,21.0,43.0,53/86,27/61,80/147,,,
qs013,747.0,B. HarrisB. HARRIS,R. Bautista...R. BAUTISTA AGUT,hd68,bd06,227.0,9.0,6.0,58/107,43/58,16/49,8/14,17.0,194.0,20/58,25/44,5/7,16.0,7/9,39.0,72.0,59/107,45/102,104/209,,,,234.0,5.0,5.0,58/102,38/58,19/44,2/7,16.0,171.0,15/58,33/49,6/14,17.0,6/7,14.0,40.0,57/102,48/107,105/209,,,
qs015,747.0,H. Gaston,J. Mensik,g09o,m0ni,187.0,0.0,3.0,37/69,17/37,15/32,3/10,12.0,160.0,9/36,14/30,4/7,13.0,5/13,7.0,21.0,32/69,23/66,55/135,,,,254.0,7.0,2.0,36/66,27/36,16/30,3/7,13.0,236.0,20/37,17/32,7/10,12.0,12/25,21.0,19.0,43/66,37/69,80/135,,,
qs008,747.0,Y. Hanfmann,Z. Bergs,h997,bu13,239.0,3.0,1.0,39/60,23/39,10/21,3/6,9.0,36.0,3/25,5/21,0/1,9.0,3/6,12.0,31.0,33/60,8/46,41/106,,,,320.0,4.0,1.0,25/46,22/25,16/21,1/1,9.0,177.0,16/39,11/21,3/6,9.0,3/5,18.0,22.0,38/46,27/60,65/106,,,
ms001,5014.0,J. Sinner,N. Djokovic,s0ag,d643,306.0,8.0,0.0,41/67,31/41,17/26,0/0,11.0,124.0,9/38,8/20,1/2,10.0,5/6,22.0,23.0,48/67,17/58,65/125,,,,294.0,4.0,0.0,38/58,29/38,12/20,1/2,10.0,59.0,10/41,9/26,0/0,11.0,5/11,12.0,23.0,41/58,19/67,60/125,,,
ms002,5014.0,J. Sinner,T. Machac,s0ag,m0fh,297.0,10.0,1.0,46/69,34/46,14/23,2/3,11.0,156.0,16/45,12/24,3/7,11.0,5/8,28.0,7.0,48/69,28/69,76/138,,,,254.0,5.0,1.0,45/69,29/45,12/24,4/7,11.0,108.0,12/46,9/23,1/3,11.0,13/18,23.0,23.0,41/69,21/69,62/138,,,
ms003,5014.0,N. Djokovic,T. Fritz,d643,fb98,314.0,7.0,0.0,50/71,39/50,13/21,2/2,11.0,94.0,14/49,16/35,1/9,11.0,7/10,28.0,17.0,52/71,30/84,82/155,,,,275.0,6.0,5.0,49/84,35/49,19/35,8/9,11.0,60.0,11/50,8/21,0/2,11.0,7/10,21.0,17.0,54/84,19/71,73/155,,,
ms004,5014.0,J. Sinner,D. Medvedev,s0ag,mm58,314.0,9.0,0.0,33/50,28/33,10/17,1/1,9.0,210.0,6/31,21/27,3/4,8.0,7/7,26.0,20.0,38/50,27/58,65/108,,,,218.0,3.0,4.0,31/58,25/31,6/27,1/4,8.0,56.0,5/33,7/17,0/1,9.0,8/11,12.0,25.0,31/58,12/50,43/108,,,
ms005,5014.0,C. Alcaraz,T. Machac,a0e2,m0fh,284.0,8.0,1.0,45/67,34/45,12/22,2/4,12.0,95.0,15/54,18/39,1/8,12.0,8/13,25.0,20.0,46/67,33/93,79/160,,,,277.0,5.0,2.0,54/93,39/54,21/39,7/8,12.0,137.0,11/45,10/22,2/4,12.0,19/20,31.0,42.0,60/93,21/67,81/160,,,
ms006,5014.0,J. Mensik,N. Djokovic,m0ni,d643,247.0,17.0,6.0,65/109,51/65,15/44,5/9,14.0,167.0,9/52,13/30,1/1,15.0,3/6,21.0,32.0,66/109,22/82,88/191,,,,298.0,7.0,1.0,52/82,43/52,17/30,0/1,15.0,160.0,14/65,29/44,4/9,14.0,4/7,17.0,13.0,60/82,43/109,103/191,,,
ms007,5014.0,T. Fritz,D. Goffin,fb98,gb88,301.0,10.0,0.0,41/61,28/41,14/20,3/4,10.0,174.0,14/42,11/17,3/7,9.0,10/11,23.0,11.0,42/61,25/59,67/120,,,,241.0,3.0,1.0,42/59,28/42,6/17,4/7,9.0,97.0,13/41,6/20,1/4,10.0,4/7,12.0,16.0,34/59,19/61,53/120,,,
ms008,5014.0,J. Sinner,B. Shelton,s0ag,s0s1,325.0,7.0,0.0,46/66,40/46,13/20,7/7,11.0,183.0,6/43,9/15,1/1,11.0,19/27,17.0,5.0,53/66,15/58,68/124,,,,294.0,7.0,1.0,43/58,37/43,6/15,0/1,11.0,48.0,6/46,7/20,0/7,11.0,15/20,22.0,10.0,43/58,13/66,56/124,,,
ms015,5014.0,D. Goffin,A. Zverev,gb88,z355,266.0,3.0,2.0,52/80,34/52,15/28,5/7,11.0,169.0,16/48,15/24,4/11,11.0,27/30,30.0,16.0,49/80,31/72,80/152,,,,237.0,8.0,2.0,48/72,32/48,9/24,7/11,11.0,128.0,18/52,13/28,2/7,11.0,6/13,30.0,14.0,41/72,31/80,72/152,,,
ms010,5014.0,C. Alcaraz,G. Monfils,a0e2,mc65,328.0,5.0,0.0,41/59,32/41,14/18,1/1,11.0,130.0,13/49,11/21,2/6,11.0,7/8,22.0,9.0,46/59,24/70,70/129,,,,277.0,10.0,1.0,49/70,36/49,10/21,4/6,11.0,44.0,9/41,4/18,0/1,11.0,3/7,22.0,13.0,46/70,13/59,59/129,,,
ms013,5014.0,R. Safiulli...R. SAFIULLIN,N. DjokovicN. DJOKOVIC,sx50,d643,223.0,2.0,2.0,24/43,15/24,8/19,2/5,8.0,62.0,4/33,9/18,0/3,9.0,1/2,10.0,21.0,23/43,13/51,36/94,,,,304.0,4.0,1.0,33/51,29/33,9/18,3/3,9.0,193.0,9/24,11/19,3/5,8.0,9/9,17.0,16.0,38/51,20/43,58/94,,,
ms009,5014.0,S. Tsitsipa...S. TSITSIPAS,D. MedvedevD. MEDVEDEV,te51,mm58,256.0,4.0,4.0,52/83,37/52,13/31,9/11,10.0,164.0,7/42,8/21,1/1,11.0,14/28,17.0,26.0,50/83,15/63,65/146,,,,306.0,10.0,3.0,42/63,35/42,13/21,0/1,11.0,125.0,15/52,18/31,2/11,10.0,5/6,27.0,11.0,48/63,33/83,81/146,,,
ms014,5014.0,T. Fritz,H. Rune,fb98,r0dg,309.0,9.0,0.0,35/48,30/35,6/13,1/1,8.0,267.0,9/23,12/17,4/4,7.0,3/6,18.0,9.0,36/48,21/40,57/88,,,,189.0,2.0,5.0,23/40,14/23,5/17,0/4,7.0,68.0,5/35,7/13,0/1,8.0,5/9,11.0,15.0,19/40,12/48,31/88,,,
ms012,5014.0,J. Mensik,G. Dimitrov,m0ni,d875,265.0,10.0,6.0,54/89,42/54,14/35,2/4,14.0,117.0,18/53,16/38,3/15,14.0,6/10,27.0,33.0,56/89,34/91,90/180,,,,261.0,5.0,3.0,53/91,35/53,22/38,12/15,14.0,147.0,12/54,21/35,2/4,14.0,15/20,30.0,35.0,57/91,33/89,90/180,,,
ms011,5014.0,T. Paul,T. Machac,pl56,m0fh,257.0,2.0,3.0,55/93,40/55,18/38,6/9,14.0,103.0,14/55,14/32,2/10,14.0,13/14,22.0,29.0,58/93,28/87,86/180,,,,280.0,5.0,5.0,55/87,41/55,18/32,8/10,14.0,135.0,15/55,20/38,3/9,14.0,9/12,37.0,40.0,59/87,35/93,94/180,,,
ms016,5014.0,J. SinnerJ. SINNER,T. Etchever...T. ETCHEVERRY,s0ag,ea24,298.0,12.0,1.0,64/92,50/64,15/28,4/5,15.0,136.0,8/49,28/45,4/13,15.0,16/22,40.0,27.0,65/92,36/94,101/186,,,,250.0,11.0,1.0,49/94,41/49,17/45,9/13,15.0,95.0,14/64,13/28,1/5,15.0,13/19,29.0,36.0,58/94,27/92,85/186,,,
ms031,5014.0,T. Griekspo...T. GRIEKSPOOR,A. ZverevA. ZVEREV,gj37,z355,291.0,11.0,1.0,84/115,61/84,15/31,9/10,16.0,129.0,21/81,13/24,3/10,16.0,20/28,35.0,12.0,76/115,34/105,110/220,,,,281.0,11.0,2.0,81/105,60/81,11/24,7/10,16.0,95.0,23/84,16/31,1/10,16.0,21/27,46.0,16.0,71/105,39/115,110/220,,,
ms020,5014.0,C. Alcaraz,Y. Wu,a0e2,wb32,303.0,11.0,1.0,43/70,35/43,15/27,0/0,11.0,120.0,13/49,10/20,1/3,10.0,5/7,23.0,13.0,50/70,23/69,73/139,,,,287.0,7.0,1.0,49/69,36/49,10/20,2/3,10.0,63.0,8/43,12/27,0/0,11.0,6/11,22.0,14.0,46/69,20/70,66/139,,,
ms027,5014.0,F. Cobolli,N. Djokovic,c0e9,d643,195.0,3.0,1.0,35/55,20/35,6/20,5/9,7.0,35.0,4/24,3/16,0/0,8.0,2/2,6.0,26.0,26/55,7/40,33/95,,,,325.0,3.0,2.0,24/40,20/24,13/16,0/0,8.0,214.0,15/35,14/20,4/9,7.0,8/10,19.0,18.0,33/40,29/55,62/95,,,
ms019,5014.0,M. Arnaldi,D. Medvedev,a0fc,mm58,265.0,9.0,2.0,76/105,48/76,15/29,8/12,16.0,141.0,22/71,21/39,3/8,16.0,17/27,38.0,22.0,63/105,43/110,106/215,,,,262.0,10.0,6.0,71/110,49/71,18/39,5/8,16.0,143.0,28/76,14/29,4/12,16.0,15/23,32.0,19.0,67/110,42/105,109/215,,,
ms028,5014.0,T. Fritz,Y. Watanuki,fb98,wb08,285.0,10.0,0.0,39/60,30/39,10/21,3/4,10.0,200.0,8/32,14/21,3/4,9.0,4/6,23.0,10.0,40/60,22/53,62/113,,,,237.0,5.0,2.0,32/53,24/32,7/21,1/4,9.0,110.0,9/39,11/21,1/4,10.0,10/14,26.0,23.0,31/53,20/60,51/113,,,
ms025,5014.0,A. Popyrin,G. Dimitrov,p09z,d875,278.0,13.0,1.0,49/72,33/49,13/23,4/6,10.0,35.0,1/34,6/19,0/0,10.0,3/9,22.0,14.0,46/72,7/53,53/125,,,,333.0,7.0,1.0,34/53,33/34,13/19,0/0,10.0,129.0,16/49,10/23,2/6,10.0,9/9,18.0,6.0,46/53,26/72,72/125,,,
ms018,5014.0,S. Tsitsipa...S. TSITSIPAS,A. MullerA. MULLER,te51,mp20,302.0,7.0,0.0,33/54,25/33,15/21,3/4,10.0,188.0,21/53,11/20,4/7,11.0,10/12,28.0,28.0,40/54,32/73,72/127,,,,243.0,3.0,0.0,53/73,32/53,9/20,3/7,11.0,88.0,8/33,6/21,1/4,10.0,7/9,12.0,21.0,41/73,14/54,55/127,,,
ms022,5014.0,T. Paul,A. Tabilo,pl56,te30,283.0,13.0,1.0,71/109,52/71,20/38,1/3,16.0,145.0,26/87,22/37,4/13,16.0,11/16,39.0,36.0,72/109,48/124,120/233,,,,259.0,11.0,2.0,87/124,61/87,15/37,9/13,16.0,153.0,19/71,18/38,2/3,16.0,16/19,34.0,47.0,76/124,37/109,113/233,,,
ms029,5014.0,J. Lehecka,H. Rune,l0bv,r0dg,264.0,11.0,4.0,44/73,31/44,14/29,4/6,11.0,55.0,9/36,10/33,0/2,11.0,14/21,26.0,21.0,45/73,19/69,64/142,,,,298.0,3.0,1.0,36/69,27/36,23/33,2/2,11.0,133.0,13/44,15/29,2/6,11.0,5/7,20.0,12.0,50/69,28/73,78/142,,,
ms026,5014.0,F. TiafoeF. TIAFOE,R. Safiulli...R. SAFIULLIN,td51,sx50,276.0,6.0,1.0,82/127,56/82,26/45,6/9,18.0,135.0,17/81,25/37,3/10,18.0,16/23,36.0,37.0,82/127,42/118,124/245,,,,268.0,17.0,4.0,81/118,64/81,12/37,7/10,18.0,124.0,26/82,19/45,3/9,18.0,13/20,52.0,59.0,76/118,45/127,121/245,,,
ms017,5014.0,R. Carballe...R. CARBALLES BAENA,B. SheltonB. SHELTON,cf59,s0s1,274.0,2.0,1.0,34/51,26/34,9/17,1/3,9.0,51.0,3/35,6/14,0/0,10.0,7/9,7.0,12.0,35/51,9/49,44/100,,,,323.0,8.0,2.0,35/49,32/35,8/14,0/0,10.0,159.0,8/34,8/17,2/3,9.0,6/7,24.0,22.0,40/49,16/51,56/100,,,
ms021,5014.0,G. Monfils,U. Humbert,mc65,hh26,267.0,10.0,3.0,63/96,47/63,15/33,6/9,14.0,130.0,14/50,14/34,3/8,13.0,9/10,26.0,18.0,62/96,28/84,90/180,,,,268.0,5.0,2.0,50/84,36/50,20/34,5/8,13.0,135.0,16/63,18/33,3/9,14.0,12/23,23.0,30.0,56/84,34/96,90/180,,,
