match_id,tournament_id,player_1,player_2,p1_id,p2_id,p1_serve_rating,p1_aces,p1_double_faults,p1_first_serve,p1_1st_serve_points_won,p1_2nd_serve_points_won,p1_break_points_saved,p1_service_games_played,p1_return_rating,p1_1st_serve_return_points_won,p1_2nd_serve_return_points_won,p1_break_points_converted,p1_return_games_played,p1_net_points_won,p1_winners,p1_unforced_errors,p1_service_points_won,p1_return_points_won,p1_total_points_won,p1_max_speed,p1_1st_serve_average_speed,p1_2nd_serve_average_speed,p2_serve_rating,p2_aces,p2_double_faults,p2_first_serve,p2_1st_serve_points_won,p2_2nd_serve_points_won,p2_break_points_saved,p2_service_games_played,p2_return_rating,p2_1st_serve_return_points_won,p2_2nd_serve_return_points_won,p2_break_points_converted,p2_return_games_played,p2_net_points_won,p2_winners,p2_unforced_errors,p2_service_points_won,p2_return_points_won,p2_total_points_won,p2_max_speed,p2_1st_serve_average_speed,p2_2nd_serve_average_speed
ms020,495.0,S. Tsitsipa...S. TSITSIPAS,L. SonegoL. SONEGO,te51,su87,315.0,3.0,1.0,42/60,34/42,13/18,1/2,11.0,134.0,12/42,13/25,2/6,10.0,12/15,19.0,22.0,47/60,25/67,72/127,,,,262.0,1.0,1.0,42/67,30/42,12/25,4/6,10.0,106.0,8/42,5/18,1/2,11.0,9/14,12.0,24.0,42/67,13/60,55/127,,,
ms026,495.0,F. MarozsanF. MAROZSAN,R. Bautista...R. BAUTISTA AGUT,m0ci,bd06,269.0,9.0,3.0,49/97,39/49,24/48,1/3,15.0,128.0,25/87,19/29,2/10,15.0,11/13,48.0,55.0,63/97,44/116,107/213,,,,270.0,10.0,3.0,87/116,62/87,10/29,8/10,15.0,150.0,10/49,24/48,2/3,15.0,7/12,26.0,35.0,72/116,34/97,106/213,,,
ms025,495.0,A. Dougaz,Z. Bergs,df88,bu13,209.0,3.0,1.0,28/46,18/28,5/18,1/5,9.0,167.0,7/27,7/23,1/1,9.0,2/5,9.0,23.0,23/46,14/50,37/96,,,,287.0,1.0,0.0,27/50,20/27,16/23,0/1,9.0,232.0,10/28,13/18,4/5,9.0,9/12,14.0,18.0,36/50,23/46,59/96,,,
ms021,495.0,D. EvansD. EVANS,K. Khachano...K. KHACHANOV,e687,ke29,178.0,0.0,4.0,28/50,19/28,4/22,5/10,8.0,95.0,7/27,7/22,1/4,8.0,9/11,10.0,16.0,23/50,14/49,37/99,,,,284.0,0.0,1.0,27/49,20/27,15/22,3/4,8.0,226.0,9/28,18/22,5/10,8.0,10/11,22.0,12.0,35/49,27/50,62/99,,,
ms017,495.0,G. Mpetshi ...G. MPETSHI PERRICARD,Z. ZhangZ. ZHANG,m0gz,z371,315.0,13.0,2.0,49/71,42/49,12/22,2/2,11.0,97.0,11/48,11/22,1/7,10.0,16/17,36.0,21.0,54/71,22/70,76/141,,,,289.0,7.0,1.0,48/70,37/48,11/22,6/7,10.0,60.0,7/49,10/22,0/2,11.0,10/19,20.0,22.0,48/70,17/71,65/141,,,
ms030,495.0,A. Popyrin,H. Habib,p09z,hf80,324.0,8.0,1.0,30/45,28/30,9/15,0/0,9.0,161.0,7/27,13/25,3/6,9.0,7/9,21.0,10.0,37/45,20/52,57/97,,,,245.0,9.0,1.0,27/52,20/27,12/25,3/6,9.0,47.0,2/30,6/15,0/0,9.0,5/6,18.0,20.0,32/52,8/45,40/97,,,
qs004,495.0,R. Safiulli...R. SAFIULLIN,O. VirtanenO. VIRTANEN,sx50,v0am,293.0,10.0,4.0,37/64,33/37,14/27,1/2,11.0,167.0,14/46,12/24,2/3,10.0,4/5,21.0,21.0,47/64,26/70,73/134,,,,270.0,11.0,2.0,46/70,32/46,12/24,1/3,10.0,118.0,4/37,13/27,1/2,11.0,5/11,26.0,25.0,44/70,17/64,61/134,,,
qs005,495.0,Q. Halys,P. Kotov,hb64,k09f,288.0,11.0,3.0,53/92,40/53,20/39,3/3,12.0,116.0,9/52,21/30,1/5,12.0,11/19,35.0,30.0,60/92,30/82,90/174,,,,271.0,12.0,5.0,52/82,43/52,9/30,4/5,12.0,73.0,13/53,19/39,0/3,12.0,5/6,37.0,33.0,52/82,32/92,84/174,,,
qs006,495.0,C. O'connel...C. O'CONNELL,B. Van de z...B. VAN DE ZANDSCHULP,o483,v812,237.0,2.0,1.0,53/87,33/53,17/34,4/8,11.0,206.0,11/35,22/33,5/8,11.0,6/13,13.0,24.0,50/87,33/68,83/155,,,,209.0,5.0,3.0,35/68,24/35,11/33,3/8,11.0,174.0,20/53,17/34,4/8,11.0,7/12,25.0,45.0,35/68,37/87,72/155,,,
qs007,495.0,M. Fucsovic...M. FUCSOVICS,L. NardiL. NARDI,f724,n0bg,282.0,10.0,3.0,46/69,36/46,12/23,3/5,11.0,189.0,17/43,15/32,3/4,11.0,5/12,24.0,27.0,48/69,32/75,80/144,,,,244.0,6.0,5.0,43/75,26/43,17/32,1/4,11.0,128.0,10/46,11/23,2/5,11.0,5/11,19.0,34.0,43/75,21/69,64/144,,,
qs008,495.0,R. Safiulli...R. SAFIULLIN,N. Basilash...N. BASILASHVILI,sx50,bg23,277.0,10.0,7.0,58/101,44/58,24/43,11/13,15.0,119.0,14/59,23/43,2/7,15.0,2/3,22.0,37.0,68/101,37/102,105/203,,,,268.0,11.0,9.0,59/102,45/59,20/43,5/7,15.0,97.0,14/58,19/43,2/13,15.0,3/5,36.0,50.0,65/102,33/101,98/203,,,
qs010,495.0,Q. Halys,Y. Uchiyama,hb64,u134,294.0,7.0,4.0,37/66,32/37,17/29,2/3,11.0,132.0,11/36,17/35,2/6,10.0,8/13,26.0,19.0,49/66,28/71,77/137,,,,256.0,9.0,1.0,36/71,25/36,18/35,4/6,10.0,97.0,5/37,12/29,1/3,11.0,6/8,29.0,30.0,43/71,17/66,60/137,,,
qs012,495.0,C. O'connel...C. O'CONNELL,A. Al janah...A. AL JANAHI,o483,a0gx,316.0,3.0,0.0,22/37,18/22,11/15,2/2,7.0,255.0,18/30,14/23,5/8,7.0,6/8,18.0,20.0,29/37,32/53,61/90,,,,162.0,0.0,5.0,30/53,12/30,9/23,3/8,7.0,45.0,4/22,4/15,0/2,7.0,0/2,7.0,36.0,21/53,8/37,29/90,,,
qs014,495.0,M. Fucsovic...M. FUCSOVICS,J. KovalikJ. KOVALIK,f724,kc04,332.0,3.0,0.0,17/28,15/17,9/11,0/0,6.0,276.0,13/21,15/22,6/10,7.0,0/0,11.0,9.0,24/28,28/43,52/71,,,,132.0,0.0,3.0,21/43,8/21,7/22,4/10,7.0,30.0,2/17,2/11,0/0,6.0,0/1,7.0,30.0,15/43,4/28,19/71,,,
qs015,495.0,L. Harris,L. Nardi,hg86,n0bg,263.0,19.0,3.0,46/71,36/46,8/25,1/3,10.0,50.0,9/31,7/34,0/2,11.0,4/8,28.0,38.0,44/71,16/65,60/136,,,,298.0,3.0,3.0,31/65,22/31,27/34,2/2,11.0,176.0,10/46,17/25,2/3,10.0,6/6,14.0,17.0,49/65,27/71,76/136,,,
qs013,495.0,A. Vavassor...A. VAVASSORI,B. Van de z...B. VAN DE ZANDSCHULP,va08,v812,200.0,4.0,4.0,24/48,14/24,10/24,4/8,8.0,63.0,9/36,5/13,0/1,8.0,3/10,11.0,17.0,24/48,14/49,38/97,,,,311.0,2.0,1.0,36/49,27/36,8/13,1/1,8.0,200.0,10/24,14/24,4/8,8.0,10/13,20.0,15.0,35/49,24/48,59/97,,,
qs009,495.0,M. Kukushki...M. KUKUSHKIN,O. VirtanenO. VIRTANEN,k926,v0am,193.0,3.0,2.0,40/65,25/40,7/25,3/9,10.0,134.0,10/36,19/34,2/7,9.0,5/5,19.0,27.0,32/65,29/70,61/135,,,,244.0,2.0,6.0,36/70,26/36,15/34,5/7,9.0,236.0,15/40,18/25,6/9,10.0,10/13,27.0,31.0,41/70,33/65,74/135,,,
qs011,495.0,Y. Watanuki,P. Kotov,wb08,k09f,228.0,3.0,4.0,25/56,18/25,14/31,0/3,9.0,58.0,6/34,6/15,0/2,9.0,3/6,16.0,24.0,32/56,12/49,44/105,,,,314.0,6.0,1.0,34/49,28/34,9/15,2/2,9.0,216.0,7/25,17/31,3/3,9.0,4/4,23.0,13.0,37/49,24/56,61/105,,,
ms001,807.0,T. MachacT. MACHAC,A. Davidovi...A. DAVIDOVICH FOKINA,m0fh,dh50,318.0,11.0,2.0,39/61,37/39,12/22,1/1,10.0,163.0,16/42,11/29,2/3,10.0,6/7,29.0,20.0,49/61,27/71,76/132,,,,264.0,4.0,2.0,42/71,26/42,18/29,1/3,10.0,51.0,2/39,10/22,0/1,10.0,5/6,20.0,30.0,44/71,12/61,56/132,,,
ms002,807.0,T. MachacT. MACHAC,B. Nakashim...B. NAKASHIMA,m0fh,n0ae,264.0,4.0,2.0,47/79,33/47,18/32,5/8,13.0,145.0,14/53,14/30,3/6,14.0,9/15,27.0,41.0,51/79,28/83,79/162,,,,272.0,7.0,0.0,53/83,39/53,16/30,3/6,14.0,134.0,14/47,14/32,3/8,13.0,8/10,24.0,29.0,55/83,28/79,83/162,,,
ms003,807.0,D. Shapoval...D. SHAPOVALOV,A. Davidovi...A. DAVIDOVICH FOKINA,su55,dh50,227.0,2.0,3.0,51/94,32/51,19/43,6/10,12.0,176.0,20/57,12/24,4/7,12.0,10/15,22.0,42.0,51/94,32/81,83/175,,,,251.0,0.0,2.0,57/81,37/57,12/24,3/7,12.0,166.0,19/51,24/43,4/10,12.0,8/11,24.0,37.0,49/81,43/94,92/175,,,
ms004,807.0,L. Tien,T. Machac,t0ha,m0fh,199.0,3.0,3.0,51/83,28/51,12/32,8/14,11.0,186.0,10/32,12/24,3/4,10.0,3/6,13.0,35.0,40/83,22/56,62/139,,,,245.0,1.0,2.0,32/56,22/32,12/24,1/4,10.0,205.0,23/51,20/32,6/14,11.0,12/18,27.0,34.0,34/56,43/83,77/139,,,
ms006,807.0,D. Shapoval...D. SHAPOVALOV,M. GironM. GIRON,su55,gc88,277.0,3.0,3.0,55/80,34/55,17/25,2/5,14.0,185.0,17/54,19/29,5/10,13.0,9/13,26.0,37.0,51/80,36/83,87/163,,,,230.0,2.0,0.0,54/83,37/54,10/29,5/10,13.0,152.0,21/55,8/25,3/5,14.0,10/15,16.0,37.0,47/83,29/80,76/163,,,
ms007,807.0,A. Davidovi...A. DAVIDOVICH FOKINA,R. Pacheco ...R. PACHECO MENDEZ,dh50,p0j1,273.0,1.0,3.0,32/47,25/32,6/15,1/2,8.0,232.0,14/31,11/16,5/9,8.0,5/6,24.0,23.0,31/47,25/47,56/94,,,,190.0,3.0,2.0,31/47,17/31,5/16,4/9,8.0,144.0,7/32,9/15,1/2,8.0,1/3,6.0,17.0,22/47,16/47,38/94,,,
ms005,807.0,B. Nakashim...B. NAKASHIMA,D. GoffinD. GOFFIN,n0ae,gb88,245.0,12.0,1.0,51/78,34/51,10/27,5/8,10.0,196.0,20/42,19/36,5/11,10.0,5/11,28.0,32.0,44/78,39/78,83/156,,,,203.0,1.0,2.0,42/78,22/42,17/36,6/11,10.0,164.0,17/51,17/27,3/8,10.0,11/12,24.0,38.0,39/78,34/78,73/156,,,
ms008,807.0,A. Zverev,L. Tien,z355,t0ha,246.0,6.0,0.0,44/59,30/44,5/15,3/6,9.0,112.0,12/40,7/18,1/3,10.0,10/16,21.0,27.0,35/59,19/58,54/117,,,,292.0,4.0,0.0,40/58,28/40,11/18,2/3,10.0,182.0,14/44,10/15,3/6,9.0,3/4,15.0,16.0,39/58,24/59,63/117,,,
ms010,807.0,H. RuneH. RUNE,B. Nakashim...B. NAKASHIMA,r0dg,n0ae,117.0,0.0,0.0,3/6,1/3,1/3,0/1,1.0,40.0,0/5,2/5,0/0,2.0,0/0,1.0,6.0,2/6,2/10,4/16,,,,312.0,2.0,0.0,5/10,5/5,3/5,0/0,2.0,333.0,2/3,2/3,1/1,1.0,1/1,4.0,1.0,8/10,4/6,12/16,,,
ms011,807.0,D. Goffin,B. Shelton,gb88,s0s1,301.0,1.0,1.0,38/61,28/38,17/23,0/1,11.0,127.0,13/43,15/29,2/8,10.0,15/15,17.0,25.0,45/61,28/72,73/133,,,,259.0,6.0,4.0,43/72,30/43,14/29,6/8,10.0,161.0,10/38,6/23,1/1,11.0,8/12,16.0,33.0,44/72,16/61,60/133,,,
ms014,807.0,F. TiafoeF. TIAFOE,A. Davidovi...A. DAVIDOVICH FOKINA,td51,dh50,242.0,10.0,3.0,59/98,42/59,17/39,10/15,14.0,143.0,18/69,13/27,3/6,16.0,10/16,34.0,38.0,59/98,31/96,90/194,,,,282.0,10.0,2.0,69/96,51/69,14/27,3/6,16.0,154.0,17/59,22/39,5/15,14.0,9/11,31.0,29.0,65/96,39/98,104/194,,,
ms009,807.0,D. Altmaier,T. Machac,ae14,m0fh,251.0,3.0,0.0,41/61,23/41,12/20,2/5,9.0,126.0,9/42,12/27,1/2,10.0,3/6,21.0,26.0,35/61,21/69,56/130,,,,286.0,5.0,3.0,42/69,33/42,15/27,1/2,10.0,177.0,18/41,8/20,3/5,9.0,14/16,24.0,28.0,48/69,26/61,74/130,,,
ms012,807.0,D. Shapoval...D. SHAPOVALOV,A. Michelse...A. MICHELSEN,su55,m0qi,277.0,3.0,3.0,30/53,20/30,17/23,3/5,10.0,214.0,18/34,11/22,4/6,9.0,4/5,17.0,19.0,37/53,29/56,66/109,,,,211.0,0.0,5.0,34/56,16/34,11/22,2/6,9.0,119.0,10/30,6/23,2/5,10.0,11/14,17.0,31.0,27/56,16/53,43/109,,,
ms016,807.0,A. Zverev,M. Arnaldi,z355,a0fc,304.0,8.0,1.0,63/98,49/63,21/35,3/3,16.0,124.0,12/55,12/31,2/4,15.0,18/24,28.0,31.0,70/98,24/86,94/184,,,,292.0,6.0,1.0,55/86,43/55,19/31,2/4,15.0,62.0,14/63,14/35,0/3,16.0,13/15,27.0,35.0,62/86,28/98,90/184,,,
ms020,807.0,H. RuneH. RUNE,R. Carballe...R. CARBALLES BAENA,r0dg,cf59,264.0,3.0,0.0,41/69,32/41,12/28,2/4,11.0,177.0,17/48,11/18,3/6,10.0,15/19,31.0,32.0,44/69,28/66,72/135,,,,246.0,1.0,1.0,48/66,31/48,7/18,3/6,10.0,147.0,9/41,16/28,2/4,11.0,7/14,12.0,18.0,38/66,25/69,63/135,,,
ms028,807.0,F. Tiafoe,A. Muller,td51,mp20,252.0,5.0,3.0,29/57,23/29,12/28,3/5,9.0,227.0,19/36,9/19,5/7,9.0,4/6,20.0,17.0,35/57,28/55,63/112,,,,210.0,1.0,0.0,36/55,17/36,10/19,2/7,9.0,140.0,6/29,16/28,2/5,9.0,2/4,17.0,22.0,27/55,22/57,49/112,,,
ms024,807.0,D. Shapoval...D. SHAPOVALOV,N. Basavare...N. BASAVAREDDY,su55,b0nn,256.0,6.0,9.0,26/57,20/26,17/31,3/5,10.0,196.0,21/47,16/27,5/12,10.0,8/11,30.0,27.0,37/57,37/74,74/131,,,,209.0,1.0,2.0,47/74,26/47,11/27,7/12,10.0,128.0,6/26,14/31,2/5,10.0,8/14,13.0,26.0,37/74,20/57,57/131,,,
ms029,807.0,A. Davidovi...A. DAVIDOVICH FOKINA,M. BellucciM. BELLUCCI,dh50,b0gg,288.0,5.0,1.0,50/74,38/50,14/24,3/5,13.0,124.0,14/54,21/38,2/7,14.0,20/30,30.0,34.0,52/74,35/92,87/166,,,,264.0,5.0,4.0,54/92,40/54,17/38,5/7,14.0,121.0,12/50,10/24,2/5,13.0,4/6,17.0,32.0,57/92,22/74,79/166,,,
ms025,807.0,A. Michelse...A. MICHELSEN,Y. BuY. BU,m0qi,y09v,227.0,6.0,3.0,83/121,53/83,14/38,6/13,16.0,179.0,19/65,25/40,5/9,16.0,12/19,48.0,45.0,67/121,44/105,111/226,,,,241.0,10.0,3.0,65/105,46/65,15/40,4/9,16.0,197.0,30/83,24/38,7/13,16.0,14/18,29.0,34.0,61/105,54/121,115/226,,,
ms021,807.0,B. BonziB. BONZI,B. Nakashim...B. NAKASHIMA,bm95,n0ae,248.0,2.0,0.0,53/95,35/53,21/42,13/16,12.0,118.0,10/46,19/37,2/7,12.0,12/22,18.0,36.0,56/95,29/83,85/178,,,,268.0,5.0,1.0,46/83,36/46,18/37,5/7,12.0,128.0,18/53,21/42,3/16,12.0,7/11,29.0,41.0,54/83,39/95,93/178,,,
ms030,807.0,A. VukicA. VUKIC,R. Pacheco ...R. PACHECO MENDEZ,v832,p0j1,272.0,16.0,3.0,79/128,56/79,23/49,10/12,17.0,101.0,16/71,13/31,2/8,17.0,9/13,50.0,54.0,79/128,29/102,108/230,,,,297.0,12.0,1.0,71/102,55/71,18/31,6/8,17.0,111.0,23/79,26/49,2/12,17.0,9/18,35.0,26.0,73/102,49/128,122/230,,,
ms031,807.0,A. Rinderkn...A. RINDERKNECH,C. RuudC. RUUD,rc91,rh16,249.0,7.0,1.0,51/68,29/51,8/17,6/9,9.0,124.0,10/45,7/12,1/3,10.0,8/17,26.0,29.0,37/68,17/57,54/125,,,,291.0,6.0,0.0,45/57,35/45,5/12,2/3,10.0,163.0,22/51,9/17,3/9,9.0,7/7,23.0,11.0,40/57,31/68,71/125,,,
ms027,807.0,G. Diallo,T. Paul,d0f6,pl56,212.0,4.0,2.0,26/47,15/26,10/21,3/7,8.0,67.0,10/31,9/26,0/5,8.0,6/8,13.0,23.0,25/47,19/57,44/104,,,,286.0,0.0,3.0,31/57,21/31,17/26,5/5,8.0,202.0,11/26,11/21,4/7,8.0,6/9,17.0,16.0,38/57,22/47,60/104,,,
ms023,807.0,F. Cobolli,B. Shelton,c0e9,s0s1,280.0,2.0,0.0,41/79,33/41,21/38,4/5,12.0,95.0,13/54,9/24,1/4,12.0,8/8,16.0,30.0,54/79,22/78,76/157,,,,305.0,13.0,2.0,54/78,41/54,15/24,3/4,12.0,93.0,8/41,17/38,1/5,12.0,8/18,23.0,35.0,56/78,25/79,81/157,,,
ms019,807.0,J. Mensik,T. Machac,m0ni,m0fh,220.0,12.0,9.0,42/89,29/42,18/47,6/11,14.0,173.0,15/49,18/33,4/7,13.0,10/14,31.0,41.0,47/89,33/82,80/171,,,,243.0,2.0,4.0,49/82,34/49,15/33,3/7,13.0,174.0,13/42,29/47,5/11,14.0,11/15,25.0,25.0,49/82,42/89,91/171,,,
ms018,807.0,D. AltmaierD. ALTMAIER,M. Kecmanov...M. KECMANOVIC,ae14,ki95,258.0,15.0,1.0,60/90,40/60,14/30,3/7,15.0,198.0,14/48,19/31,5/7,14.0,8/11,47.0,32.0,54/90,33/79,87/169,,,,236.0,4.0,0.0,48/79,34/48,12/31,2/7,14.0,170.0,20/60,16/30,4/7,15.0,13/27,27.0,25.0,46/79,36/90,82/169,,,
ms026,807.0,M. Giron,A. Walton,gc88,w09e,311.0,12.0,1.0,37/55,30/37,12/18,1/2,10.0,168.0,20/51,10/18,3/7,10.0,4/6,34.0,22.0,42/55,30/69,72/124,,,,251.0,3.0,0.0,51/69,31/51,8/18,4/7,10.0,112.0,7/37,6/18,1/2,10.0,6/14,14.0,18.0,39/69,13/55,52/124,,,
ms022,807.0,D. Goffin,R. Hijikata,gb88,h0bh,321.0,3.0,0.0,23/35,19/23,10/12,0/1,8.0,194.0,21/45,20/34,5/15,9.0,10/13,22.0,21.0,29/35,41/79,70/114,,,,193.0,0.0,5.0,45/79,24/45,14/34,10/15,9.0,147.0,4/23,2/12,1/1,8.0,8/16,14.0,24.0,38/79,6/35,44/114,,,
ms017,807.0,L. Tien,C. Norrie,t0ha,n771,253.0,2.0,1.0,43/61,29/43,8/18,2/5,10.0,227.0,24/54,15/23,5/7,11.0,7/10,24.0,19.0,37/61,39/77,76/138,,,,218.0,6.0,1.0,54/77,30/54,8/23,2/7,11.0,178.0,14/43,10/18,3/5,10.0,10/13,19.0,39.0,38/77,24/61,62/138,,,
qs004,807.0,M. Bellucci,G. Diallo,b0gg,d0f6,153.0,1.0,3.0,32/60,19/32,7/28,6/11,6.0,40.0,2/22,4/13,0/0,7.0,0/2,3.0,28.0,26/60,6/35,32/95,,,,325.0,4.0,0.0,22/35,20/22,9/13,0/0,7.0,244.0,13/32,21/28,5/11,6.0,11/14,16.0,21.0,29/35,34/60,63/95,,,
qs005,807.0,A. Kovacevi...A. KOVACEVIC,A. WaltonA. WALTON,k0az,w09e,259.0,9.0,7.0,54/89,39/54,17/35,6/9,13.0,124.0,15/59,7/17,1/2,13.0,11/14,42.0,42.0,56/89,22/76,78/165,,,,307.0,10.0,0.0,59/76,44/59,10/17,1/2,13.0,136.0,15/54,18/35,3/9,13.0,8/14,30.0,12.0,54/76,33/89,87/165,,,
qs007,807.0,L. Tien,D. Lajovic,t0ha,l987,239.0,1.0,2.0,46/76,30/46,14/30,1/5,12.0,188.0,30/71,13/22,5/11,12.0,9/11,20.0,35.0,44/76,43/93,87/169,,,,235.0,5.0,1.0,71/93,41/71,9/22,6/11,12.0,201.0,16/46,16/30,4/5,12.0,8/15,28.0,42.0,50/93,32/76,82/169,,,
qs006,807.0,S. KozlovS. KOZLOV,N. Basavare...N. BASAVAREDDY,ke64,b0nn,222.0,0.0,2.0,36/56,19/36,10/20,7/11,9.0,136.0,10/36,9/19,1/2,9.0,7/14,13.0,17.0,29/56,19/55,48/111,,,,278.0,1.0,3.0,36/55,26/36,10/19,1/2,9.0,178.0,17/36,10/20,4/11,9.0,16/22,20.0,32.0,36/55,27/56,63/111,,,
qs008,807.0,M. Bellucci,C. Eubanks,b0gg,e865,339.0,5.0,0.0,30/42,27/30,9/12,0/0,9.0,176.0,17/40,8/14,3/7,9.0,4/6,18.0,10.0,36/42,25/54,61/96,,,,242.0,4.0,3.0,40/54,23/40,6/14,4/7,9.0,35.0,3/30,3/12,0/0,9.0,7/16,11.0,23.0,29/54,6/42,35/96,,,
qs010,807.0,A. Kovacevi...A. KOVACEVIC,A. MagadanA. MAGADAN,k0az,m0hd,257.0,6.0,2.0,52/75,36/52,11/23,2/6,13.0,224.0,18/44,16/31,6/7,13.0,3/9,30.0,36.0,47/75,34/75,81/150,,,,220.0,1.0,2.0,44/75,26/44,15/31,1/7,13.0,180.0,16/52,12/23,4/6,13.0,4/5,16.0,29.0,41/75,28/75,69/150,,,
qs014,807.0,L. Tien,F. Gomez,t0ha,gj16,288.0,3.0,3.0,36/58,29/36,10/22,2/2,8.0,240.0,10/24,13/19,4/5,8.0,1/1,11.0,18.0,39/58,23/43,62/101,,,,194.0,2.0,5.0,24/43,14/24,6/19,1/5,8.0,74.0,7/36,12/22,0/2,8.0,4/7,11.0,37.0,20/43,19/58,39/101,,,
qs015,807.0,D. Popko,D. Lajovic,pg20,l987,237.0,5.0,6.0,42/86,28/42,23/44,8/12,13.0,192.0,19/52,6/20,3/3,12.0,3/3,21.0,31.0,51/86,25/72,76/158,,,,282.0,4.0,0.0,52/72,33/52,14/20,0/3,12.0,145.0,14/42,21/44,4/12,13.0,8/12,27.0,29.0,47/72,35/86,82/158,,,
qs009,807.0,R. De alba ...R. DE ALBA VALDES,G. DialloG. DIALLO,d0jm,d0f6,172.0,6.0,2.0,33/53,18/33,5/20,6/11,7.0,53.0,3/23,6/15,0/0,7.0,1/4,8.0,18.0,23/53,9/38,32/91,,,,308.0,2.0,1.0,23/38,20/23,9/15,0/0,7.0,237.0,15/33,15/20,5/11,7.0,7/9,21.0,19.0,29/38,30/53,59/91,,,
qs011,807.0,A. Mannarin...A. MANNARINO,A. WaltonA. WALTON,me82,w09e,181.0,2.0,4.0,30/49,17/30,5/19,0/5,8.0,135.0,7/31,9/18,1/2,8.0,2/6,9.0,33.0,22/49,16/49,38/98,,,,279.0,3.0,1.0,31/49,24/31,9/18,1/2,8.0,280.0,13/30,14/19,5/5,8.0,6/8,11.0,18.0,33/49,27/49,60/98,,,
qs013,807.0,N. Basavare...N. BASAVAREDDY,J. Duckwort...J. DUCKWORTH,b0nn,d994,273.0,7.0,5.0,25/52,18/25,17/27,2/3,9.0,218.0,10/24,11/21,4/5,9.0,5/8,19.0,18.0,35/52,21/45,56/97,,,,218.0,8.0,2.0,24/45,14/24,10/21,1/5,9.0,109.0,7/25,10/27,1/3,9.0,4/8,15.0,25.0,24/45,17/52,41/97,,,
qs012,807.0,D. Vale,S. Kozlov,va15,ke64,135.0,0.0,13.0,43/68,22/43,4/25,2/10,9.0,204.0,19/35,6/14,4/7,8.0,11/20,17.0,47.0,26/68,25/49,51/117,,,,224.0,0.0,1.0,35/49,16/35,8/14,3/7,8.0,302.0,21/43,21/25,8/10,9.0,7/14,12.0,25.0,24/49,42/68,66/117,,,
ms001,8996.0,L. Djere,S. Baez,db63,b0bi,244.0,3.0,8.0,53/94,37/53,19/41,6/10,15.0,178.0,23/65,15/31,5/8,16.0,4/8,24.0,74.0,56/94,38/96,94/190,,,,252.0,0.0,3.0,65/96,42/65,16/31,3/8,16.0,151.0,16/53,22/41,4/10,15.0,2/3,6.0,36.0,58/96,38/94,96/190,,,
ms002,8996.0,F. Cerundol...F. CERUNDOLO,L. DjereL. DJERE,c0au,db63,242.0,2.0,3.0,55/87,38/55,13/32,5/9,13.0,95.0,14/50,14/33,1/6,13.0,4/5,10.0,47.0,51/87,28/83,79/170,,,,282.0,4.0,3.0,50/83,36/50,19/33,5/6,13.0,165.0,17/55,19/32,4/9,13.0,3/6,17.0,39.0,55/83,36/87,91/170,,,
ms003,8996.0,S. BaezS. BAEZ,C. Ugo cara...C. UGO CARABELLI,b0bi,u182,272.0,2.0,3.0,51/75,34/51,13/24,4/6,12.0,183.0,18/47,16/30,5/10,12.0,8/10,24.0,37.0,47/75,34/77,81/152,,,,228.0,3.0,1.0,47/77,29/47,14/30,5/10,12.0,129.0,17/51,11/24,2/6,12.0,4/6,16.0,31.0,43/77,28/75,71/152,,,
ms004,8996.0,F. Cerundol...F. CERUNDOLO,T. Etchever...T. ETCHEVERRY,c0au,ea24,273.0,5.0,3.0,58/99,48/58,18/41,3/5,16.0,131.0,25/71,27/50,3/14,15.0,3/6,32.0,41.0,66/99,52/121,118/220,,,,251.0,9.0,4.0,71/121,46/71,23/50,11/14,15.0,126.0,10/58,23/41,2/5,16.0,7/11,22.0,57.0,69/121,33/99,102/220,,,
ms006,8996.0,D. Dzumhur,S. Baez,d923,b0bi,194.0,0.0,3.0,46/65,22/46,7/19,4/10,10.0,200.0,18/43,14/23,4/7,10.0,8/11,9.0,31.0,29/65,32/66,61/131,,,,223.0,2.0,0.0,43/66,25/43,9/23,3/7,10.0,235.0,24/46,12/19,6/10,10.0,15/18,21.0,36.0,34/66,36/65,70/131,,,
ms005,8996.0,L. Djere,J. Faria,db63,f0f2,264.0,8.0,6.0,55/109,42/55,30/54,11/14,16.0,130.0,13/65,25/41,3/10,16.0,6/8,21.0,40.0,72/109,38/106,110/215,,,,260.0,4.0,10.0,65/106,52/65,16/41,7/10,16.0,108.0,13/55,24/54,3/14,16.0,5/8,23.0,52.0,68/106,37/109,105/215,,,
ms007,8996.0,C. Ugo cara...C. UGO CARABELLI,F. CoriaF. CORIA,u182,ce77,238.0,2.0,2.0,38/56,25/38,8/18,1/5,10.0,224.0,20/41,15/22,6/15,9.0,8/12,21.0,26.0,33/56,35/63,68/119,,,,181.0,2.0,2.0,41/63,21/41,7/22,9/15,9.0,210.0,13/38,10/18,4/5,10.0,4/8,9.0,25.0,28/63,23/56,51/119,,,
ms015,8996.0,F. Coria,A. Tabilo,ce77,te30,274.0,10.0,3.0,64/101,45/64,21/37,4/7,16.0,124.0,23/69,21/46,3/12,15.0,3/4,33.0,33.0,66/101,44/115,110/216,,,,262.0,8.0,4.0,69/115,46/69,25/46,9/12,15.0,135.0,19/64,16/37,3/7,16.0,18/28,41.0,52.0,71/115,35/101,106/216,,,
