match_date,player_1,player_2,duration,match_round,player_1_scores,player_2_scores,winner,result,match_id,tournament_id,stats_link
1st Round Qualifying,Quentin Halys,Henrique Rocha,02:35,1st Round Qualifying,6(2) 6 7,7 1 6(4),Quentin Halys,Completed,qs127,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs127
1st Round Qualifying,Titouan Droguet,Terence Atmane,01:41,1st Round Qualifying,6 7,3 6(7),Titouan Droguet,Completed,qs095,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs095
1st Round Qualifying,Marco Trungelliti,Mikhail Kukushkin,02:57,1st Round Qualifying,1 6 7,6 4 6(6),Marco Trungelliti,Completed,qs087,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs087
1st Round Qualifying,Chun-Hsin Tseng,Benoit Paire,03:08,1st Round Qualifying,6(3) 7 6,7 6(2) 4,Chun-Hsin Tseng,Completed,qs119,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs119
1st Round Qualifying,Yunchaokete Bu,Yasutaka Uchiyama,01:32,1st Round Qualifying,6 7,2 6(4),Yunchaokete Bu,Completed,qs075,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs075
1st Round Qualifying,Roman Andres Burruchaga,Henri Squire,02:51,1st Round Qualifying,7 6(6) 6,6(1) 7 2,Roman Andres Burruchaga,Completed,qs103,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs103
1st Round Qualifying,Richard Gasquet,Denis Kudla,01:42,1st Round Qualifying,6 7,4 5,Richard Gasquet,Completed,qs067,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs067
1st Round Qualifying,Benjamin Bonzi,Nicolas Kicker,01:14,1st Round Qualifying,6 6,2 3,Benjamin Bonzi,Completed,qs071,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs071
1st Round Qualifying,Timofey Skatov,Facundo Bagnis,02:51,1st Round Qualifying,6(5) 7 6,7 6(4) 1,Timofey Skatov,Completed,qs091,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs091
1st Round Qualifying,Daniel Elahi Galan,Matteo Gigante,01:51,1st Round Qualifying,7 6,6(7) 4,Daniel Elahi Galan,Completed,qs111,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs111
1st Round Qualifying,Otto Virtanen,Liam Broady,02:14,1st Round Qualifying,7 7,5 6(7),Otto Virtanen,Completed,qs107,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs107
1st Round Qualifying,Mitchell Krueger,Vit Kopriva,01:26,1st Round Qualifying,6 6,3 3,Mitchell Krueger,Completed,qs083,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs083
1st Round Qualifying,Eliot Spizzirri,Gregoire Barrere,01:14,1st Round Qualifying,6 6,3 2,Eliot Spizzirri,Completed,qs099,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs099
1st Round Qualifying,Duje Ajdukovic,Dino Prizmic,01:46,1st Round Qualifying,6 6,2 4,Duje Ajdukovic,Completed,qs079,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs079
1st Round Qualifying,Francesco Passaro,Alexander Ritschard,02:28,1st Round Qualifying,5 6 6,7 3 3,Francesco Passaro,Completed,qs123,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs123
1st Round Qualifying,Pierre-Hugues Herbert,Benjamin Hassan,02:21,1st Round Qualifying,6(1) 7 6,7 6(3) 3,Pierre-Hugues Herbert,Completed,qs115,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs115
1st Round Qualifying,Radu Albot,Javier Barranco Cosano,02:11,1st Round Qualifying,6 5 6,1 7 4,Radu Albot,Completed,qs101,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs101
1st Round Qualifying,Nishesh Basavareddy,Ugo Blanchet,02:43,1st Round Qualifying,7 6(2) 6,5 7 4,Nishesh Basavareddy,Completed,qs077,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs077
1st Round Qualifying,Jan Choinski,Pedro Cachin,01:12,1st Round Qualifying,6 6,4 2,Jan Choinski,Completed,qs113,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs113
1st Round Qualifying,Maxime Cressy,Zsombor Piros,02:01,1st Round Qualifying,6 3 6,4 6 3,Maxime Cressy,Completed,qs114,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs114
1st Round Qualifying,Joris De Loore,Tristan Boyer,01:55,1st Round Qualifying,6 6,4 4,Joris De Loore,Completed,qs098,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs098
1st Round Qualifying,Murkel Dellien,Kimmer Coppejans,02:11,1st Round Qualifying,2 7 6,6 5 3,Murkel Dellien,Completed,qs089,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs089
1st Round Qualifying,Gabriel Diallo,Sho Shimabukuro,02:42,1st Round Qualifying,4 7 6,6 5 3,Gabriel Diallo,Completed,qs094,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs094
1st Round Qualifying,Antoine Escoffier,Felipe Meligeni Alves,01:50,1st Round Qualifying,2 6 6,6 2 3,Antoine Escoffier,Completed,qs070,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs070
1st Round Qualifying,Vilius Gaubas,Daniel Rincon,01:19,1st Round Qualifying,6 6,3 2,Vilius Gaubas,Completed,qs066,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs066
1st Round Qualifying,Borna Gojo,Nick Hardt,01:14,1st Round Qualifying,6 6,3 4,Borna Gojo,Completed,qs074,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs074
1st Round Qualifying,Federico Agustin Gomez,Gijs Brouwer,01:26,1st Round Qualifying,6 7,3 6(9),Federico Agustin Gomez,Completed,qs109,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs109
1st Round Qualifying,Hugo Grenier,Juan Pablo Varillas,01:21,1st Round Qualifying,6 6,0 4,Hugo Grenier,Completed,qs122,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs122
1st Round Qualifying,Calvin Hemery,Andrea Vavassori,01:36,1st Round Qualifying,6 7,4 6(4),Calvin Hemery,Completed,qs097,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs097
1st Round Qualifying,Yu Hsiou Hsu,Rudolf Molleker,02:23,1st Round Qualifying,4 6 7,6 4 5,Yu Hsiou Hsu,Completed,qs121,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs121
1st Round Qualifying,Kyrian Jacquet,Tim van Rijthoven,01:26,1st Round Qualifying,6 7,2 5,Kyrian Jacquet,Completed,qs117,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs117
1st Round Qualifying,Paul Jubb,Jacob Fearnley,01:18,1st Round Qualifying,6 7,1 6(2),Paul Jubb,Completed,qs106,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs106
1st Round Qualifying,Maks Kasnikowski,Emilio Nava,01:40,1st Round Qualifying,6 2 6,2 6 2,Maks Kasnikowski,Completed,qs069,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs069
1st Round Qualifying,Jerome Kym,Bruno Kuzuhara,01:11,1st Round Qualifying,6 6,1 2,Jerome Kym,Completed,qs125,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs125
1st Round Qualifying,Patrick Kypson,Elias Ymer,02:12,1st Round Qualifying,7 7,6(6) 6(3),Patrick Kypson,Completed,qs081,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs081
1st Round Qualifying,Kamil Majchrzak,Michael Zheng,02:20,1st Round Qualifying,6 6(5) 7,3 7 5,Kamil Majchrzak,Completed,qs110,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs110
1st Round Qualifying,Hamad Medjedovic,Oriol Roca Batalla,01:51,1st Round Qualifying,2 6 6,6 4 2,Hamad Medjedovic,Completed,qs078,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs078
1st Round Qualifying,Shintaro Mochizuki,Martin Damm,02:59,1st Round Qualifying,6(7) 6 7,7 1 6(7),Shintaro Mochizuki,Completed,qs102,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs102
1st Round Qualifying,Marc Polmans,Matteo Martineau,01:04,1st Round Qualifying,6 6,1 1,Marc Polmans,Completed,qs073,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs073
1st Round Qualifying,Lucas Pouille,Jaime Faria,01:09,1st Round Qualifying,6 6,1 4,Lucas Pouille,Completed,qs105,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs105
1st Round Qualifying,Ethan Quinn,Maxime Janvier,01:00,1st Round Qualifying,6 6,1 0,Ethan Quinn,Completed,qs093,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs093
1st Round Qualifying,Jurij Rodionov,Filip Krajinovic,01:11,1st Round Qualifying,6 6,4 2,Jurij Rodionov,Completed,qs118,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs118
1st Round Qualifying,Diego Schwartzman,Andrea Pellegrino,01:39,1st Round Qualifying,7 6,5 3,Diego Schwartzman,Completed,qs065,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs065
1st Round Qualifying,Abdullah Shelbayh,Brandon Holt,01:54,1st Round Qualifying,3 6 6,6 3 3,Abdullah Shelbayh,Completed,qs082,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs082
1st Round Qualifying,Li Tu,Alejandro Moro Canas,01:37,1st Round Qualifying,6 6,4 4,Li Tu,Completed,qs086,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs086
1st Round Qualifying,J.J. Wolf,Oliver Crawford,01:34,1st Round Qualifying,6 6,4 4,J.J. Wolf,Completed,qs126,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs126
1st Round Qualifying,Denis Yevseyev,Alvaro Guillen Meza,01:00,1st Round Qualifying,6 6,0 1,Denis Yevseyev,Completed,qs085,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs085
1st Round Qualifying,Beibit Zhukayev,Marc-Andrea Huesler,01:36,1st Round Qualifying,7 6,6(5) 4,Beibit Zhukayev,Completed,qs090,560,https://www.atptour.com//en/scores/match-stats/archive/2024/560/qs090
